"U:0","U:1","U:2","d","nuT","p","Points:0","Points:1","Points:2"
0.33721,0.01073,0,0.012351,0.00034532,-0.079428,0.066565,0.087652,0.01
0.3359,0.0054675,0,0.012351,0.00035348,-0.077815,0.067718,0.087652,0.01
0.33404,4.9005e-05,0,0.012351,0.00036181,-0.075927,0.068854,0.087652,0.01
0.33162,-0.0055551,0,0.012351,0.00037022,-0.073757,0.069974,0.087652,0.01
0.32863,-0.011379,0,0.012351,0.0003787,-0.0713,0.071079,0.087652,0.01
0.32508,-0.017465,0,0.012351,0.00038727,-0.06855,0.072168,0.087652,0.01
0.32093,-0.023866,0,0.012351,0.00039605,-0.065502,0.073242,0.087652,0.01
0.31617,-0.030651,0,0.012351,0.00040523,-0.062154,0.0743,0.087652,0.01
0.31074,-0.037909,0,0.012351,0.0004151,-0.058505,0.075344,0.087652,0.01
0.30461,-0.045757,0,0.012351,0.00042611,-0.054557,0.076373,0.087652,0.01
0.2977,-0.054341,0,0.012351,0.00043886,-0.050317,0.077388,0.087652,0.01
0.28994,-0.063847,0,0.012351,0.00045413,-0.045793,0.078389,0.087652,0.01
0.28124,-0.074491,0,0.012351,0.00047278,-0.040995,0.079375,0.087652,0.01
0.27154,-0.086516,0,0.012351,0.00049566,-0.035928,0.080348,0.087652,0.01
0.26077,-0.10018,0,0.012351,0.00052338,-0.030588,0.081307,0.087652,0.01
0.24889,-0.11572,0,0.012351,0.0005561,-0.024957,0.082252,0.087652,0.01
0.2359,-0.13335,0,0.012351,0.00059348,-0.019005,0.083184,0.087652,0.01
0.22186,-0.15324,0,0.012351,0.00063464,-0.012693,0.084103,0.087652,0.01
0.20684,-0.17547,0,0.012351,0.00067833,-0.0059855,0.085009,0.087652,0.01
0.19098,-0.20006,0,0.012351,0.00072299,0.001139,0.085903,0.087652,0.01
0.17445,-0.2269,0,0.012351,0.00076731,0.00866,0.086784,0.087652,0.01
0.1574,-0.25581,0,0.012135,0.00080957,0.016493,0.087652,0.087652,0.01
0.14001,-0.28648,0,0.011495,0.00084875,0.024764,0.088508,0.087652,0.01
0.12249,-0.31868,0,0.01065,0.00086197,0.034208,0.089353,0.087652,0.01
0.10471,-0.35275,0,0.0098178,0.00081814,0.045388,0.090185,0.087652,0.01
0.086469,-0.38947,0,0.0089971,0.00074357,0.057595,0.091006,0.087652,0.01
0.0679,-0.42945,0,0.0081878,0.00066985,0.069742,0.091815,0.087652,0.01
0.049239,-0.47305,0,0.00739,0.00059395,0.081473,0.092613,0.087652,0.01
0.030731,-0.52052,0,0.0066033,0.00051502,0.092709,0.093399,0.087652,0.01
0.012773,-0.57194,0,0.0058277,0.00043238,0.10325,0.094175,0.087652,0.01
-0.004108,-0.62698,0,0.005063,0.00034563,0.1128,0.09494,0.087652,0.01
-0.019123,-0.6843,0,0.004309,0.00025508,0.12103,0.095694,0.087652,0.01
-0.03172,-0.74033,0,0.0035656,0.0001539,0.1273,0.096437,0.087652,0.01
-0.038951,-0.78052,0,0.0028327,6.3536e-05,0.13217,0.09717,0.087652,0.01
-0.036005,-0.76277,0,0.00211,5.5586e-05,0.13534,0.097893,0.087652,0.01
-0.023953,-0.65437,0,0.0013975,7.2981e-05,0.13535,0.098605,0.087652,0.01
-0.0098265,-0.42416,0,0.00069505,3.7959e-05,0.13363,0.099307,0.087652,0.01
-0.0032514,-0.27148,0,0,1.2866e-05,0.13271,0.1,0.087652,0.01
0.32109,0.067115,0,0.011495,0.00034047,-0.076416,0.051385,0.088508,0.01
0.32764,0.062178,0,0.011495,0.00033828,-0.078228,0.052751,0.088508,0.01
0.33347,0.057314,0,0.011495,0.00033766,-0.079721,0.054097,0.088508,0.01
0.33858,0.052537,0,0.011495,0.00033855,-0.080894,0.055425,0.088508,0.01
0.34302,0.047849,0,0.011495,0.00034075,-0.081752,0.056734,0.088508,0.01
0.34681,0.043242,0,0.011495,0.00034399,-0.082306,0.058025,0.088508,0.01
0.34998,0.038698,0,0.011495,0.00034801,-0.082563,0.059297,0.088508,0.01
0.35254,0.034195,0,0.011495,0.00035263,-0.082531,0.060552,0.088508,0.01
0.35451,0.029705,0,0.011495,0.00035774,-0.082217,0.061789,0.088508,0.01
0.3559,0.025202,0,0.011495,0.0003633,-0.081624,0.063008,0.088508,0.01
0.35671,0.020657,0,0.011495,0.00036929,-0.080758,0.064211,0.088508,0.01
0.35695,0.016043,0,0.011495,0.0003757,-0.079617,0.065396,0.088508,0.01
0.35661,0.011334,0,0.011495,0.0003825,-0.078202,0.066565,0.088508,0.01
0.35571,0.0065062,0,0.011495,0.00038966,-0.076509,0.067718,0.088508,0.01
0.35423,0.0015337,0,0.011495,0.0003971,-0.074532,0.068854,0.088508,0.01
0.35218,-0.0036096,0,0.011495,0.0004048,-0.072263,0.069974,0.088508,0.01
0.34955,-0.0089539,0,0.011495,0.00041272,-0.069697,0.071079,0.088508,0.01
0.34633,-0.014535,0,0.011495,0.00042088,-0.066826,0.072168,0.088508,0.01
0.34251,-0.0204,0,0.011495,0.00042935,-0.063643,0.073242,0.088508,0.01
0.33805,-0.026608,0,0.011495,0.00043825,-0.060142,0.0743,0.088508,0.01
0.33292,-0.033237,0,0.011495,0.00044779,-0.056319,0.075344,0.088508,0.01
0.32708,-0.040391,0,0.011495,0.00045828,-0.052173,0.076373,0.088508,0.01
0.32046,-0.048206,0,0.011495,0.00047017,-0.047705,0.077388,0.088508,0.01
0.313,-0.056853,0,0.011495,0.00048408,-0.042921,0.078389,0.088508,0.01
0.30461,-0.066542,0,0.011495,0.00050083,-0.037825,0.079375,0.088508,0.01
0.29519,-0.077517,0,0.011495,0.00052128,-0.032423,0.080348,0.088508,0.01
0.28468,-0.090044,0,0.011495,0.00054626,-0.026709,0.081307,0.088508,0.01
0.273,-0.10439,0,0.011495,0.00057629,-0.020666,0.082252,0.088508,0.01
0.26013,-0.12081,0,0.011495,0.00061141,-0.014259,0.083184,0.088508,0.01
0.24607,-0.1395,0,0.011495,0.00065111,-0.0074385,0.084103,0.088508,0.01
0.23089,-0.16061,0,0.011495,0.00069433,-0.00015452,0.085009,0.088508,0.01
0.21471,-0.18417,0,0.011495,0.00073956,0.0076296,0.085903,0.088508,0.01
0.19767,-0.21015,0,0.011495,0.00078523,0.015907,0.086784,0.088508,0.01
0.17995,-0.23835,0,0.011495,0.0008292,0.024596,0.087652,0.088508,0.01
0.16177,-0.26845,0,0.011282,0.00086963,0.033786,0.088508,0.088508,0.01
0.14336,-0.30007,0,0.01065,0.00088281,0.044104,0.089353,0.088508,0.01
0.12458,-0.33345,0,0.0098178,0.00083851,0.056056,0.090185,0.088508,0.01
0.10513,-0.36945,0,0.0089971,0.00076349,0.069111,0.091006,0.088508,0.01
0.085115,-0.40879,0,0.0081878,0.00068904,0.082332,0.091815,0.088508,0.01
0.064782,-0.452,0,0.00739,0.00061257,0.095308,0.092613,0.088508,0.01
0.044388,-0.49946,0,0.0066033,0.00053326,0.1079,0.093399,0.088508,0.01
0.024347,-0.55141,0,0.0058277,0.00045042,0.11986,0.094175,0.088508,0.01
0.0052134,-0.60771,0,0.005063,0.00036364,0.13084,0.09494,0.088508,0.01
-0.012197,-0.66737,0,0.004309,0.00027297,0.14042,0.095694,0.088508,0.01
-0.027107,-0.7273,0,0.0035656,0.00017452,0.14798,0.096437,0.088508,0.01
-0.03719,-0.77632,0,0.0028327,6.7226e-05,0.15371,0.09717,0.088508,0.01
-0.037201,-0.77147,0,0.00211,4.4589e-05,0.15773,0.097893,0.088508,0.01
-0.025776,-0.6708,0,0.0013975,7.0247e-05,0.15825,0.098605,0.088508,0.01
-0.010609,-0.43898,0,0.00069505,3.8398e-05,0.15637,0.099307,0.088508,0.01
-0.0035548,-0.28341,0,0,1.3317e-05,0.1554,0.1,0.088508,0.01
0.33678,0.062735,0,0.01065,0.00037585,-0.075659,0.051385,0.089353,0.01
0.34377,0.0582,0,0.01065,0.00037439,-0.077451,0.052751,0.089353,0.01
0.35002,0.053734,0,0.01065,0.00037422,-0.078925,0.054097,0.089353,0.01
0.35556,0.04935,0,0.01065,0.00037527,-0.080079,0.055425,0.089353,0.01
0.36041,0.045048,0,0.01065,0.00037737,-0.080918,0.056734,0.089353,0.01
0.36461,0.040822,0,0.01065,0.00038031,-0.081451,0.058025,0.089353,0.01
0.36818,0.036655,0,0.01065,0.00038389,-0.081684,0.059297,0.089353,0.01
0.37114,0.032527,0,0.01065,0.00038796,-0.081625,0.060552,0.089353,0.01
0.3735,0.028417,0,0.01065,0.00039243,-0.081278,0.061789,0.089353,0.01
0.37528,0.024299,0,0.01065,0.00039725,-0.080647,0.063008,0.089353,0.01
0.37648,0.020148,0,0.01065,0.00040241,-0.079734,0.064211,0.089353,0.01
0.3771,0.015938,0,0.01065,0.00040792,-0.078539,0.065396,0.089353,0.01
0.37715,0.011645,0,0.01065,0.00041377,-0.077062,0.066565,0.089353,0.01
0.37662,0.0072447,0,0.01065,0.00041999,-0.075298,0.067718,0.089353,0.01
0.37551,0.0027143,0,0.01065,0.00042654,-0.073242,0.068854,0.089353,0.01
0.37383,-0.0019708,0,0.01065,0.00043343,-0.070886,0.069974,0.089353,0.01
0.37155,-0.0068374,0,0.01065,0.00044065,-0.068224,0.071079,0.089353,0.01
0.36867,-0.011918,0,0.01065,0.0004482,-0.065247,0.072168,0.089353,0.01
0.36517,-0.017251,0,0.01065,0.00045613,-0.061947,0.073242,0.089353,0.01
0.36104,-0.02289,0,0.01065,0.0004645,-0.058315,0.0743,0.089353,0.01
0.35623,-0.028904,0,0.01065,0.00047343,-0.054347,0.075344,0.089353,0.01
0.35072,-0.035384,0,0.01065,0.00048309,-0.050037,0.076373,0.089353,0.01
0.34444,-0.042453,0,0.01065,0.00049379,-0.045384,0.077388,0.089353,0.01
0.33733,-0.050268,0,0.01065,0.00050597,-0.040387,0.078389,0.089353,0.01
0.3293,-0.059028,0,0.01065,0.00052029,-0.035049,0.079375,0.089353,0.01
0.32026,-0.068969,0,0.01065,0.00053756,-0.02937,0.080348,0.089353,0.01
0.31011,-0.080359,0,0.01065,0.00055871,-0.023343,0.081307,0.089353,0.01
0.29876,-0.093484,0,0.01065,0.00058457,-0.016948,0.082252,0.089353,0.01
0.28613,-0.10862,0,0.01065,0.00061566,-0.010145,0.083184,0.089353,0.01
0.2722,-0.12601,0,0.01065,0.00065198,-0.0028741,0.084103,0.089353,0.01
0.25699,-0.14585,0,0.01065,0.00069293,0.0049374,0.085009,0.089353,0.01
0.24056,-0.16823,0,0.01065,0.00073732,0.013356,0.085903,0.089353,0.01
0.22304,-0.19315,0,0.01065,0.00078356,0.022415,0.086784,0.089353,0.01
0.2046,-0.22048,0,0.01065,0.00082949,0.032089,0.087652,0.089353,0.01
0.18547,-0.24988,0,0.01065,0.00087144,0.042425,0.088508,0.089353,0.01
0.16598,-0.28084,0,0.010441,0.00089651,0.053911,0.089353,0.089353,0.01
0.14613,-0.31333,0,0.0098178,0.00086151,0.066901,0.090185,0.089353,0.01
0.12554,-0.34831,0,0.0089971,0.00078391,0.08091,0.091006,0.089353,0.01
0.10413,-0.38677,0,0.0081878,0.00070886,0.095261,0.091815,0.089353,0.01
0.082128,-0.42933,0,0.00739,0.00063161,0.10962,0.092613,0.089353,0.01
0.059805,-0.4765,0,0.0066033,0.00055182,0.12376,0.093399,0.089353,0.01
0.037571,-0.52869,0,0.0058277,0.00046878,0.13737,0.094175,0.089353,0.01
0.016005,-0.58601,0,0.005063,0.00038204,0.15004,0.09494,0.089353,0.01
-0.0040669,-0.64781,0,0.004309,0.00029126,0.1613,0.095694,0.089353,0.01
-0.021594,-0.7115,0,0.0035656,0.0001945,0.1705,0.096437,0.089353,0.01
-0.034834,-0.76836,0,0.0028327,8.0565e-05,0.17732,0.09717,0.089353,0.01
-0.038192,-0.77765,0,0.00211,4.3052e-05,0.18224,0.097893,0.089353,0.01
-0.027823,-0.68747,0,0.0013975,6.6422e-05,0.18338,0.098605,0.089353,0.01
-0.01163,-0.45464,0,0.00069505,3.8749e-05,0.18139,0.099307,0.089353,0.01
-0.0039136,-0.29625,0,0,1.3793e-05,0.18036,0.1,0.089353,0.01
0.35447,0.058174,0,0.0098178,0.00038816,-0.074764,0.051385,0.090185,0.01
0.36186,0.054034,0,0.0098178,0.00038751,-0.076555,0.052751,0.090185,0.01
0.36851,0.049959,0,0.0098178,0.00038783,-0.078027,0.054097,0.090185,0.01
0.37444,0.045961,0,0.0098178,0.00038907,-0.079178,0.055425,0.090185,0.01
0.37968,0.042039,0,0.0098178,0.00039108,-0.080015,0.056734,0.090185,0.01
0.38426,0.038187,0,0.0098178,0.00039372,-0.080543,0.058025,0.090185,0.01
0.3882,0.034391,0,0.0098178,0.00039684,-0.08077,0.059297,0.090185,0.01
0.39153,0.030634,0,0.0098178,0.00040034,-0.0807,0.060552,0.090185,0.01
0.39427,0.026895,0,0.0098178,0.00040414,-0.080338,0.061789,0.090185,0.01
0.39641,0.023154,0,0.0098178,0.0004082,-0.079687,0.063008,0.090185,0.01
0.39797,0.019388,0,0.0098178,0.00041251,-0.078747,0.064211,0.090185,0.01
0.39896,0.015573,0,0.0098178,0.00041708,-0.077518,0.065396,0.090185,0.01
0.39938,0.011687,0,0.0098178,0.00042193,-0.076,0.066565,0.090185,0.01
0.39921,0.0077072,0,0.0098178,0.00042709,-0.074187,0.067718,0.090185,0.01
0.39846,0.0036121,0,0.0098178,0.00043256,-0.072076,0.068854,0.090185,0.01
0.39713,-0.00062065,0,0.0098178,0.00043837,-0.069659,0.069974,0.090185,0.01
0.3952,-0.0050155,0,0.0098178,0.00044451,-0.066928,0.071079,0.090185,0.01
0.39267,-0.0096008,0,0.0098178,0.000451,-0.063875,0.072168,0.090185,0.01
0.38952,-0.014412,0,0.0098178,0.00045785,-0.060492,0.073242,0.090185,0.01
0.38573,-0.019494,0,0.0098178,0.00046507,-0.05677,0.0743,0.090185,0.01
0.38128,-0.024909,0,0.0098178,0.00047271,-0.052703,0.075344,0.090185,0.01
0.37612,-0.030738,0,0.0098178,0.00048083,-0.048283,0.076373,0.090185,0.01
0.37022,-0.03709,0,0.0098178,0.00048959,-0.043506,0.077388,0.090185,0.01
0.36351,-0.044108,0,0.0098178,0.00049924,-0.038369,0.078389,0.090185,0.01
0.35591,-0.051972,0,0.0098178,0.00051023,-0.032867,0.079375,0.090185,0.01
0.34732,-0.060905,0,0.0098178,0.00052323,-0.026998,0.080348,0.090185,0.01
0.33762,-0.071167,0,0.0098178,0.00053911,-0.020749,0.081307,0.090185,0.01
0.32671,-0.083045,0,0.0098178,0.00055887,-0.014097,0.082252,0.090185,0.01
0.31446,-0.096835,0,0.0098178,0.00058341,-0.0069973,0.083184,0.090185,0.01
0.30078,-0.11281,0,0.0098178,0.00061331,0.00061905,0.084103,0.090185,0.01
0.28564,-0.13122,0,0.0098178,0.00064859,0.0088441,0.085009,0.090185,0.01
0.26905,-0.1522,0,0.0098178,0.00068865,0.01778,0.085903,0.090185,0.01
0.25108,-0.17582,0,0.0098178,0.00073221,0.027518,0.086784,0.090185,0.01
0.23187,-0.202,0,0.0098178,0.00077741,0.038124,0.087652,0.090185,0.01
0.21163,-0.23047,0,0.0098178,0.00082014,0.049685,0.088508,0.090185,0.01
0.19071,-0.26076,0,0.0098178,0.00085653,0.062532,0.089353,0.090185,0.01
0.16946,-0.29247,0,0.0096112,0.00085868,0.076917,0.090185,0.090185,0.01
0.1477,-0.32627,0,0.0089971,0.00080418,0.092328,0.091006,0.090185,0.01
0.12506,-0.36352,0,0.0081878,0.0007263,0.10812,0.091815,0.090185,0.01
0.1015,-0.4051,0,0.00739,0.00064943,0.12408,0.092613,0.090185,0.01
0.07727,-0.45164,0,0.0066033,0.00056959,0.14003,0.093399,0.090185,0.01
0.052782,-0.50373,0,0.0058277,0.00048669,0.15558,0.094175,0.090185,0.01
0.028626,-0.56172,0,0.005063,0.00040024,0.1703,0.09494,0.090185,0.01
0.0056418,-0.62535,0,0.004309,0.00030965,0.18362,0.095694,0.090185,0.01
-0.014909,-0.69261,0,0.0035656,0.00021406,0.19488,0.096437,0.090185,0.01
-0.031641,-0.75657,0,0.0028327,0.0001025,0.20324,0.09717,0.090185,0.01
-0.038672,-0.78091,0,0.00211,4.9604e-05,0.20923,0.097893,0.090185,0.01
-0.030048,-0.70388,0,0.0013975,6.1328e-05,0.21107,0.098605,0.090185,0.01
-0.012988,-0.47128,0,0.00069505,3.8924e-05,0.20909,0.099307,0.090185,0.01
-0.0043242,-0.31021,0,0,1.43e-05,0.20793,0.1,0.090185,0.01
0.3749,0.053416,0,0.0089971,0.00038461,-0.073746,0.051385,0.091006,0.01
0.38267,0.049667,0,0.0089971,0.0003846,-0.075551,0.052751,0.091006,0.01
0.38969,0.045981,0,0.0089971,0.00038527,-0.077035,0.054097,0.091006,0.01
0.39599,0.042365,0,0.0089971,0.00038658,-0.0782,0.055425,0.091006,0.01
0.4016,0.03882,0,0.0089971,0.00038844,-0.079048,0.056734,0.091006,0.01
0.40654,0.035339,0,0.0089971,0.00039074,-0.079586,0.058025,0.091006,0.01
0.41084,0.03191,0,0.0089971,0.00039338,-0.07982,0.059297,0.091006,0.01
0.41452,0.028519,0,0.0089971,0.0003963,-0.079755,0.060552,0.091006,0.01
0.41761,0.025149,0,0.0089971,0.00039943,-0.079393,0.061789,0.091006,0.01
0.4201,0.021779,0,0.0089971,0.00040274,-0.078736,0.063008,0.091006,0.01
0.42201,0.018391,0,0.0089971,0.00040624,-0.077786,0.064211,0.091006,0.01
0.42335,0.014964,0,0.0089971,0.00040992,-0.076542,0.065396,0.091006,0.01
0.42411,0.011477,0,0.0089971,0.00041381,-0.075002,0.066565,0.091006,0.01
0.4243,0.0079108,0,0.0089971,0.00041793,-0.073162,0.067718,0.091006,0.01
0.4239,0.0042442,0,0.0089971,0.00042232,-0.071016,0.068854,0.091006,0.01
0.42292,0.0004569,0,0.0089971,0.00042698,-0.068559,0.069974,0.091006,0.01
0.42135,-0.0034731,0,0.0089971,0.00043194,-0.065783,0.071079,0.091006,0.01
0.41918,-0.0075714,0,0.0089971,0.00043719,-0.06268,0.072168,0.091006,0.01
0.41638,-0.01187,0,0.0089971,0.00044274,-0.059242,0.073242,0.091006,0.01
0.41296,-0.016408,0,0.0089971,0.00044857,-0.055461,0.0743,0.091006,0.01
0.40888,-0.021241,0,0.0089971,0.00045467,-0.051328,0.075344,0.091006,0.01
0.40411,-0.026442,0,0.0089971,0.00046103,-0.046835,0.076373,0.091006,0.01
0.39862,-0.032105,0,0.0089971,0.0004677,-0.041976,0.077388,0.091006,0.01
0.39234,-0.038358,0,0.0089971,0.0004748,-0.036741,0.078389,0.091006,0.01
0.3852,-0.045361,0,0.0089971,0.00048259,-0.031121,0.079375,0.091006,0.01
0.37709,-0.053317,0,0.0089971,0.00049155,-0.025105,0.080348,0.091006,0.01
0.3679,-0.062465,0,0.0089971,0.0005024,-0.018673,0.081307,0.091006,0.01
0.35749,-0.073081,0,0.0089971,0.00051612,-0.011796,0.082252,0.091006,0.01
0.34569,-0.085463,0,0.0089971,0.00053378,-0.0044259,0.083184,0.091006,0.01
0.33238,-0.09991,0,0.0089971,0.00055636,0.0035096,0.084103,0.091006,0.01
0.31743,-0.11669,0,0.0089971,0.00058443,0.012111,0.085009,0.091006,0.01
0.30078,-0.13603,0,0.0089971,0.00061798,0.021504,0.085903,0.091006,0.01
0.28245,-0.15804,0,0.0089971,0.00065624,0.031821,0.086784,0.091006,0.01
0.26253,-0.18273,0,0.0089971,0.00069759,0.043202,0.087652,0.091006,0.01
0.24118,-0.20992,0,0.0089971,0.00073894,0.05582,0.088508,0.091006,0.01
0.21871,-0.23928,0,0.0089971,0.00077475,0.069922,0.089353,0.091006,0.01
0.1956,-0.2704,0,0.0089971,0.00080283,0.085696,0.090185,0.091006,0.01
0.17221,-0.30338,0,0.0087933,0.00080002,0.10279,0.091006,0.091006,0.01
0.14829,-0.33925,0,0.0081878,0.00074406,0.12048,0.091815,0.091006,0.01
0.1233,-0.37945,0,0.00739,0.00066489,0.13841,0.092613,0.091006,0.01
0.097237,-0.42495,0,0.0066033,0.00058603,0.15643,0.093399,0.091006,0.01
0.070471,-0.47649,0,0.0058277,0.00050366,0.17426,0.094175,0.091006,0.01
0.043595,-0.5347,0,0.005063,0.00041781,0.19141,0.09494,0.091006,0.01
0.01746,-0.59972,0,0.004309,0.0003277,0.20724,0.095694,0.091006,0.01
-0.0065249,-0.67019,0,0.0035656,0.00023322,0.22101,0.096437,0.091006,0.01
-0.027111,-0.74077,0,0.0028327,0.00012477,0.23148,0.09717,0.091006,0.01
-0.038358,-0.78066,0,0.00211,5.5685e-05,0.23896,0.097893,0.091006,0.01
-0.032535,-0.71941,0,0.0013975,5.4806e-05,0.24183,0.098605,0.091006,0.01
-0.014813,-0.48907,0,0.00069505,3.8815e-05,0.24002,0.099307,0.091006,0.01
-0.0047991,-0.32559,0,0,1.4843e-05,0.23865,0.1,0.091006,0.01
0.39873,0.048503,0,0.0081878,0.00037742,-0.072694,0.051385,0.091815,0.01
0.40685,0.045141,0,0.0081878,0.0003777,-0.074517,0.052751,0.091815,0.01
0.41422,0.041838,0,0.0081878,0.00037847,-0.07602,0.054097,0.091815,0.01
0.42086,0.038599,0,0.0081878,0.00037968,-0.077202,0.055425,0.091815,0.01
0.4268,0.035425,0,0.0081878,0.00038127,-0.078069,0.056734,0.091815,0.01
0.43208,0.032309,0,0.0081878,0.00038317,-0.078623,0.058025,0.091815,0.01
0.43671,0.029242,0,0.0081878,0.00038532,-0.078871,0.059297,0.091815,0.01
0.44072,0.026211,0,0.0081878,0.00038766,-0.078816,0.060552,0.091815,0.01
0.44413,0.023201,0,0.0081878,0.00039016,-0.078462,0.061789,0.091815,0.01
0.44695,0.020196,0,0.0081878,0.0003928,-0.077809,0.063008,0.091815,0.01
0.4492,0.017177,0,0.0081878,0.00039557,-0.076858,0.064211,0.091815,0.01
0.45086,0.014128,0,0.0081878,0.00039848,-0.075607,0.065396,0.091815,0.01
0.45196,0.011031,0,0.0081878,0.00040155,-0.074055,0.066565,0.091815,0.01
0.45248,0.0078661,0,0.0081878,0.00040479,-0.072198,0.067718,0.091815,0.01
0.45243,0.0046163,0,0.0081878,0.00040825,-0.070029,0.068854,0.091815,0.01
0.45179,0.0012627,0,0.0081878,0.00041193,-0.067544,0.069974,0.091815,0.01
0.45057,-0.0022151,0,0.0081878,0.00041585,-0.064736,0.071079,0.091815,0.01
0.44876,-0.0058402,0,0.0081878,0.00042002,-0.061595,0.072168,0.091815,0.01
0.44633,-0.0096411,0,0.0081878,0.00042441,-0.058115,0.073242,0.091815,0.01
0.44328,-0.013654,0,0.0081878,0.000429,-0.054287,0.0743,0.091815,0.01
0.43958,-0.017928,0,0.0081878,0.00043377,-0.050101,0.075344,0.091815,0.01
0.43522,-0.022526,0,0.0081878,0.00043866,-0.045548,0.076373,0.091815,0.01
0.43014,-0.027532,0,0.0081878,0.00044368,-0.040615,0.077388,0.091815,0.01
0.4243,-0.033058,0,0.0081878,0.00044885,-0.03529,0.078389,0.091815,0.01
0.41763,-0.039242,0,0.0081878,0.00045433,-0.029554,0.079375,0.091815,0.01
0.41002,-0.04626,0,0.0081878,0.00046045,-0.023386,0.080348,0.091815,0.01
0.40136,-0.054327,0,0.0081878,0.00046774,-0.016757,0.081307,0.091815,0.01
0.39148,-0.063694,0,0.0081878,0.00047703,-0.0096286,0.082252,0.091815,0.01
0.3802,-0.074645,0,0.0081878,0.00048936,-0.0019481,0.083184,0.091815,0.01
0.36734,-0.087481,0,0.0081878,0.00050583,0.0063572,0.084103,0.091815,0.01
0.35272,-0.1025,0,0.0081878,0.00052735,0.015386,0.085009,0.091815,0.01
0.33621,-0.11997,0,0.0081878,0.00055436,0.025267,0.085903,0.091815,0.01
0.31773,-0.14008,0,0.0081878,0.00058657,0.036152,0.086784,0.091815,0.01
0.2973,-0.16292,0,0.0081878,0.0006228,0.048219,0.087652,0.091815,0.01
0.27505,-0.18842,0,0.0081878,0.00066051,0.06168,0.088508,0.091815,0.01
0.25122,-0.21638,0,0.0081878,0.00069575,0.076786,0.089353,0.091815,0.01
0.22623,-0.24661,0,0.0081878,0.00072375,0.093706,0.090185,0.091815,0.01
0.2006,-0.27903,0,0.0081878,0.00074606,0.11228,0.091006,0.091815,0.01
0.1747,-0.31396,0,0.0079869,0.00074063,0.13201,0.091815,0.091815,0.01
0.14815,-0.35256,0,0.00739,0.00068272,0.1523,0.092613,0.091815,0.01
0.12034,-0.39649,0,0.0066033,0.00060132,0.17278,0.093399,0.091815,0.01
0.091296,-0.44696,0,0.0058277,0.00052001,0.19322,0.094175,0.091815,0.01
0.061582,-0.50482,0,0.005063,0.00043487,0.2132,0.09494,0.091815,0.01
0.032049,-0.57068,0,0.004309,0.0003455,0.23203,0.095694,0.091815,0.01
0.0041877,-0.64387,0,0.0035656,0.00025197,0.24884,0.096437,0.091815,0.01
-0.020653,-0.72044,0,0.0028327,0.00014691,0.26208,0.09717,0.091815,0.01
-0.036885,-0.77585,0,0.00211,6.0899e-05,0.27169,0.097893,0.091815,0.01
-0.035319,-0.73334,0,0.0013975,4.6768e-05,0.27619,0.098605,0.091815,0.01
-0.017255,-0.50826,0,0.00069505,3.831e-05,0.27485,0.099307,0.091815,0.01
-0.0054148,-0.34277,0,0,1.5427e-05,0.27316,0.1,0.091815,0.01
0.4266,0.043477,0,0.00739,0.00036523,-0.071636,0.051385,0.092613,0.01
0.43502,0.040495,0,0.00739,0.00036553,-0.073479,0.052751,0.092613,0.01
0.44269,0.037566,0,0.00739,0.00036617,-0.075003,0.054097,0.092613,0.01
0.44964,0.034697,0,0.00739,0.00036712,-0.076206,0.055425,0.092613,0.01
0.45588,0.031886,0,0.00739,0.00036833,-0.077093,0.056734,0.092613,0.01
0.46146,0.029128,0,0.00739,0.00036977,-0.077667,0.058025,0.092613,0.01
0.46639,0.026415,0,0.00739,0.00037139,-0.077933,0.059297,0.092613,0.01
0.47071,0.023737,0,0.00739,0.00037315,-0.077894,0.060552,0.092613,0.01
0.47441,0.021079,0,0.00739,0.00037504,-0.077551,0.061789,0.092613,0.01
0.47754,0.018428,0,0.00739,0.00037703,-0.076906,0.063008,0.092613,0.01
0.48008,0.015769,0,0.00739,0.00037913,-0.07596,0.064211,0.092613,0.01
0.48205,0.013087,0,0.00739,0.00038135,-0.074709,0.065396,0.092613,0.01
0.48345,0.010366,0,0.00739,0.00038368,-0.073152,0.066565,0.092613,0.01
0.48429,0.0075899,0,0.00739,0.00038617,-0.071285,0.067718,0.092613,0.01
0.48456,0.0047427,0,0.00739,0.00038881,-0.069102,0.068854,0.092613,0.01
0.48426,0.0018074,0,0.00739,0.00039164,-0.066598,0.069974,0.092613,0.01
0.48338,-0.0012343,0,0.00739,0.00039466,-0.063765,0.071079,0.092613,0.01
0.48191,-0.0044037,0,0.00739,0.00039787,-0.060595,0.072168,0.092613,0.01
0.47985,-0.0077264,0,0.00739,0.00040126,-0.057081,0.073242,0.092613,0.01
0.47717,-0.011235,0,0.00739,0.0004048,-0.053214,0.0743,0.092613,0.01
0.47385,-0.014973,0,0.00739,0.00040845,-0.048981,0.075344,0.092613,0.01
0.46989,-0.018996,0,0.00739,0.00041216,-0.044371,0.076373,0.092613,0.01
0.46523,-0.023378,0,0.00739,0.00041591,-0.039368,0.077388,0.092613,0.01
0.45983,-0.028211,0,0.00739,0.0004197,-0.033951,0.078389,0.092613,0.01
0.45362,-0.033617,0,0.00739,0.00042361,-0.028094,0.079375,0.092613,0.01
0.4465,-0.039745,0,0.00739,0.00042786,-0.021767,0.080348,0.092613,0.01
0.43836,-0.046776,0,0.00739,0.00043282,-0.014928,0.081307,0.092613,0.01
